Diameter,Intensity,Y,Species
10,0.833468,0,RM
5,0.833468,0,RM
19,0.833468,0,RM
19,0.833468,1,RM
9,0.833593,0,BS
8,0.833593,0,BS
8,0.833593,0,BS
18,0.833593,1,BS
13,0.83518,1,BS
10.5,0.83518,1,BS
19,0.83518,1,BS
28,0.83518,1,C
40,0.83518,1,C
22.5,0.83518,1,C
16,0.83518,1,C
27,0.83518,1,C
10.5,0.83518,1,PB
17,0.842422,1,BF
12,0.842422,1,BF
15,0.842422,1,BS
11,0.842878,1,BF
11,0.842878,1,BF
12,0.842878,1,BS
15,0.847198,1,BF
15,0.847198,1,BF
11,0.847198,1,BF
17,0.847198,1,BS
14,0.847198,0,RM
20,0.847198,1,RM
13,0.847198,0,RM
16,0.847198,1,RM
31,0.84748,1,A
28,0.84748,1,A
29,0.84748,1,A
22,0.84748,1,A
12,0.84748,1,BS
14,0.849462,1,BF
14,0.849462,1,BF
20,0.849462,1,BF
22,0.849462,1,BS
30,0.849462,1,BS
13,0.850571,1,BF
11,0.850571,1,BF
6,0.850571,0,BF
10,0.850571,1,BF
26,0.850571,1,RP
51.5,0.852625,1,RP
34,0.854798,1,A
25,0.854798,1,A
20,0.854798,1,A
18,0.854798,1,BS
21,0.854798,1,BS
16,0.854798,1,BS
12,0.854798,1,PB
38,0.85532,1,A
36,0.85532,1,A
26,0.85532,0,A
18,0.85532,1,BF
21,0.85532,1,BF
22,0.857642,1,BS
24,0.857642,1,JP
25.5,0.857642,0,RP
5.5,0.859409,1,BF
21,0.859409,1,BF
52,0.859409,1,RP
25,0.860065,0,A
38,0.860065,1,JP
22,0.860065,1,JP
14,0.860065,0,RM
27,0.862392,1,A
24,0.862392,1,A
22,0.862392,1,A
25.5,0.862392,1,A
16.5,0.862392,1,A
14,0.862392,1,A
17,0.862392,1,A
7,0.862392,1,A
16,0.862392,1,BF
20,0.867016,1,A
14,0.867016,1,BF
19.5,0.867016,1,BS
14.5,0.867016,1,BS
19,0.867098,1,A
16,0.867098,1,A
15,0.867098,1,A
17,0.867098,1,A
17,0.867098,1,A
10,0.867098,1,BS
13,0.867098,1,BS
32,0.867171,1,C
27,0.884152,1,A
25.5,0.884152,1,A
17.5,0.884152,1,A
25,0.884152,1,A
11,0.895478,1,BS
7,0.895478,0,PB
10,0.895478,1,PB
7,0.895478,0,RM
6,0.895478,0,RM
18.5,0.896522,1,BS
25,0.896522,1,JP
23,0.896522,0,PB
20,0.896522,0,PB
23,0.896522,0,PB
26,0.896522,1,PB
12,0.901051,1,BS
13,0.901051,1,BS
13,0.901051,1,BS
9,0.901051,1,BS
9,0.901051,1,BS
8,0.901051,1,BS
18,0.901051,1,JP
22,0.901051,1,JP
24,0.901051,1,JP
25,0.901051,1,JP
12,0.909887,1,A
10,0.909887,1,BS
9,0.909887,1,BS
14,0.909887,1,BS
12,0.909887,1,BS
11,0.909887,1,BS
12,0.909887,1,JP
15,0.909887,1,JP
13,0.931964,1,BS
26,0.931964,1,JP
5,0.939029,0,BF
14,0.939029,0,PB
16,0.940521,1,A
26,0.940521,1,A
29,0.940521,1,A
15,0.940521,1,BS
15,0.940521,1,BS
34,0.94152,1,PB
12,0.94152,1,PB
28,0.94152,1,PB
9,0.944993,1,BF
17,0.944993,1,BF
19,0.944993,0,C
30,0.944993,1,RP
13,0.960903,1,BS
12.5,0.960903,1,BS
20.5,0.960903,1,BS
8,0.960903,1,BS
13,0.960903,1,BS
29,0.960903,1,JP
10.5,0.960903,0,PB
25,0.973961,1,BS
14,0.973961,1,BS
28,0.973961,1,BS
30,0.973961,1,RP
8,0.983271,1,BF
20,0.983271,1,C
19,0.983271,1,C
37,0.983271,1,RP
48,0.983271,1,RP
